directorid,annualreportdate,boardid,salary,bonus,estvaloptaward,eqlinkremratio,wealthdelta
761557,2019-02-01,19750,792,,,0.87,225
761557,2021-01-01,19750,935,,,0.96,798
761557,2022-01-01,19750,992,,,0.93,309
761557,2018-02-01,19750,764,,,0.91,246
761557,2020-02-01,19750,977,,,0.97,396
761557,2025-02-01,19750,1179,,,0.95,1132
201550,2017-10-01,20600,,,,,
201550,2015-09-01,20600,,,,,
201550,2016-10-01,20600,,,,,
201550,2018-05-01,20600,,,,,
647592,2022-10-01,21581,,,,,
647592,2023-10-01,21581,,,,,
647592,2016-10-01,21581,,,,,
647592,2019-10-01,21581,,,,,
647592,2020-10-01,21581,,,,,
647592,2021-10-01,21581,,,,,
647592,2024-10-01,21581,,,,,
647592,2015-10-01,21581,,,,,
647592,2018-10-01,21581,,,,,
647592,2017-10-01,21581,,,,,
1448606,2016-04-01,21903,787,45,,0.75,88
1448606,2017-04-01,21903,875,,,0.93,267
1448606,2018-04-01,21903,925,,,0.95,506
1448606,2020-04-01,21903,950,,,0.87,312
1448606,2024-04-01,21903,1000,,,0.97,981
1448606,2025-04-01,21903,1000,,,0.94,717
1448606,2021-04-01,21903,968,,,0.95,495
1448606,2022-04-01,21903,991,,,0.93,482
1448606,2015-04-01,21903,480,,2269,0.9,138
1448606,2019-04-01,21903,925,,,0.93,488
1448606,2022-04-01,21903,991,,,0.93,482
1448606,2023-04-01,21903,1000,,,0.9,471
1448606,2017-04-01,21903,875,,,0.93,267
1448606,2021-04-01,21903,968,,,0.95,495
1448606,2018-04-01,21903,925,,,0.95,506
1448606,2020-04-01,21903,950,,,0.87,312
1448606,2024-04-01,21903,1000,,,0.97,981
1448606,2019-04-01,21903,925,,,0.93,488
1448606,2023-04-01,21903,1000,,,0.9,471
1448606,2016-04-01,21903,787,45,,0.75,88
1448606,2025-04-01,21903,1000,,,0.94,717
332806,2019-12-01,25377,,,,,
332806,2021-12-01,25377,,,,,
332806,2023-12-01,25377,,,,,
332806,2020-12-01,25377,,,,,
332806,2022-12-01,25377,,,,,
332806,2024-12-01,25377,,,,,
325964,2016-01-01,26560,73,,,,3
325964,2021-01-01,26560,76,,,0.72,17
325964,2023-01-01,26560,128,,,0.62,21
325964,2019-02-01,26560,91,,,0.65,11
325964,2022-01-01,26560,101,,,0.55,16
325964,2025-02-01,26560,155,,,0.56,31
325964,2020-02-01,26560,94,,,0.66,15
325964,2024-02-01,26560,150,,,0.6,28
325964,2017-01-01,26560,86,,,0.66,5
325964,2018-02-01,26560,91,,,0.67,8
325964,2015-01-01,26560,0,,,1,2
330139,2017-12-01,27006,,,,,
330139,2019-12-01,27006,,,,,
330139,2018-12-01,27006,,,,,
83652,2017-09-01,27025,,,,,
83652,2021-10-01,27025,,,,,
83652,2019-09-01,27025,,,,,
83652,2016-10-01,27025,,,,,
83652,2015-10-01,27025,,,,,
83652,2022-10-01,27025,,,,,
83652,2023-09-01,27025,,,,,
83652,2024-09-01,27025,,,,,
83652,2018-09-01,27025,,,,,
83652,2020-10-01,27025,,,,,
204362,2018-09-01,27025,,,,,
49516,2015-07-01,27411,1200,,1919,0.88,512
49516,2017-06-01,27411,1200,,,0.62,303
49516,2018-06-01,27411,854,,,0.94,340
49516,2019-06-01,27411,,,,,
49516,2020-07-01,27411,175,,,0.64,191
49516,2021-07-01,27411,100,,,0.74,5
49516,2019-06-01,27411,116,,,0.68,628
49516,2016-07-01,27411,1246,,2513,0.8,205
49516,2022-07-01,27411,,,,,
49516,2016-07-01,27411,1246,,2513,0.8,205
49516,2018-06-01,27411,854,,,0.94,340
49516,2017-06-01,27411,1200,,,0.62,303
49516,2015-07-01,27411,1200,,1919,0.88,512
82157,2023-06-01,27411,93,,,0.72,10
82157,2025-06-01,27411,110,,,0.78,43
82157,2024-06-01,27411,83,,,0.84,29
181113,2025-06-01,27411,,,,,
181113,2023-06-01,27411,74,,,0.75,2
181113,2024-06-01,27411,86,,,0.84,7
486930,2016-07-01,27411,610,,1005,0.81,55
486930,2017-06-01,27411,600,,3251,0.94,182
486930,2015-07-01,27411,392,,1118,0.92,56
540099,2018-06-01,27411,122,,,0.68,7
540099,2017-06-01,27411,51,,,0.8,2
540099,2020-07-01,27411,125,,,0.71,3
540099,2021-07-01,27411,143,,,0.67,5
540099,2022-07-01,27411,139,,,0.61,2
540099,2023-06-01,27411,,,,,
540099,2019-06-01,27411,125,,,0.66,7
540099,2025-06-01,27411,76,,,0.83,4
547579,2020-07-01,27411,1100,,4232,0.92,703
547579,2022-07-01,27411,1100,,2942,0.91,1281
547579,2024-06-01,27411,677,,8949,0.97,1883
547579,2025-06-01,27411,1100,,9686,0.97,2235
547579,2019-06-01,27411,1085,,2971,0.91,632
547579,2018-06-01,27411,954,,9402,0.96,658
547579,2023-06-01,27411,973,,3167,0.87,1223
547579,2021-07-01,27411,1100,,9396,0.96,1510
547579,2017-06-01,27411,785,,4001,0.93,270
547579,2018-06-01,27411,954,,9402,0.96,658
547579,2023-06-01,27411,973,,3167,0.87,1223
547579,2024-06-01,27411,677,,8949,0.97,1883
547579,2020-07-01,27411,1100,,4232,0.92,703
547579,2022-07-01,27411,1100,,2942,0.91,1281
547579,2021-07-01,27411,1100,,9396,0.96,1510
547579,2016-07-01,27411,623,,1005,0.8,84
547579,2019-06-01,27411,1085,,2971,0.91,632
547579,2025-06-01,27411,1100,,9686,0.97,2235
486930,2023-01-01,27923,,,,,
64702,2015-10-01,29816,500,,3884,0.93,819
64702,2017-10-01,29816,525,,7410,0.96,1265
64702,2020-10-01,29816,540,,9737,0.97,2586
64702,2022-10-01,29816,540,,2017,0.95,1425
64702,2024-10-01,29816,725,,2638,0.89,1723
64702,2025-10-01,29816,360,,2472,0.93,1278
64702,2021-10-01,29816,540,,5266,0.97,3159
64702,2023-10-01,29816,679,,5210,0.97,1997
64702,2018-10-01,29816,535,,4235,0.94,1334
64702,2019-10-01,29816,540,,8282,0.97,1774
64702,2015-10-01,29816,500,,3884,0.93,819
64702,2018-10-01,29816,535,,4235,0.94,1334
64702,2021-10-01,29816,540,,5266,0.97,3159
64702,2025-10-01,29816,360,,2472,0.93,1278
64702,2022-10-01,29816,540,,2017,0.95,1425
64702,2016-10-01,29816,500,,5466,0.95,920
64702,2020-10-01,29816,540,,9737,0.97,2586
64702,2023-10-01,29816,679,,5210,0.97,1997
64702,2024-10-01,29816,725,,2638,0.89,1723
64702,2016-10-01,29816,500,,5466,0.95,920
64702,2019-10-01,29816,540,,8282,0.97,1774
64702,2017-10-01,29816,525,,7410,0.96,1265
64712,2017-10-01,29816,525,,7410,0.96,804
64712,2022-10-01,29816,,,,,
64712,2018-10-01,29816,535,,4235,0.94,906
64712,2016-10-01,29816,500,,5466,0.95,502
64712,2019-10-01,29816,540,,8282,0.97,1426
64712,2016-10-01,29816,500,,5466,0.95,502
64712,2022-10-01,29816,,,,,
64712,2017-10-01,29816,525,,7410,0.96,804
64712,2015-10-01,29816,500,,3884,0.93,334
64712,2020-10-01,29816,540,,9737,0.97,1461
64712,2021-10-01,29816,540,,5266,0.97,1531
64712,2015-10-01,29816,500,,3884,0.93,334
64712,2020-10-01,29816,540,,9737,0.97,1461
64712,2021-10-01,29816,540,,5266,0.97,1531
64712,2019-10-01,29816,540,,8282,0.97,1426
64712,2018-10-01,29816,535,,4235,0.94,906
545851,2025-10-01,29816,31,,,0.94,761
1864086,2024-10-01,29816,803,,4948,0.95,1453
1864086,2025-10-01,29816,884,,8999,0.95,803
1864086,2025-10-01,29816,884,,8999,0.95,803
1864086,2020-10-01,29816,430,,7148,0.96,561
1864086,2023-10-01,29816,594,,3908,0.97,1375
1864086,2021-10-01,29816,500,,3762,0.95,995
1864086,2024-10-01,29816,803,,4948,0.95,1453
1864086,2022-10-01,29816,500,,1729,0.94,876
1864086,2023-10-01,29816,594,,3908,0.97,1375
1108033,2016-12-01,30004,0,,,,
1108033,2019-12-01,30004,,,,,
1108033,2015-12-01,30004,0,,,,
1108033,2018-12-01,30004,0,,,,
1108033,2017-12-01,30004,0,,,,
141731,2016-12-01,33264,123,,,0.61,19
141731,2017-12-01,33264,119,,,0.63,24
141731,2018-12-01,33264,,,,,
52347,2020-12-01,2257,46,,,0.88,2
52347,2025-07-01,2257,,,,,
52347,2022-12-01,2257,80,,,0.77,8
52347,2024-12-01,2257,295,,,0.51,17
52347,2021-12-01,2257,66,,,0.84,9
52347,2023-12-01,2257,140,,,0.71,15
206474,2019-12-01,2257,,,,,
206474,2015-12-01,2257,65,,,0.89,44
206474,2016-12-01,2257,65,,,0.9,50
206474,2018-12-01,2257,65,,,0.82,62
206474,2017-12-01,2257,65,,,0.85,77
545851,2016-12-01,2257,,,,,
545851,2021-12-01,2257,825,309,,0.96,2005
545851,2016-12-01,2257,183,201,9320,0.97,255
545851,2022-12-01,2257,844,313,,0.96,1282
545851,2019-12-01,2257,794,240,,0.97,1383
545851,2024-12-01,2257,850,0,,0.97,1736
545851,2020-12-01,2257,819,248,,0.95,1947
545851,2015-12-01,2257,51,,,0.91,24
545851,2018-12-01,2257,769,210,,0.87,591
545851,2025-07-01,2257,,,,,
545851,2023-12-01,2257,850,0,,0.98,1722
545851,2017-12-01,2257,750,206,,0.93,501
545851,2019-12-01,2257,794,240,,0.97,1383
545851,2023-12-01,2257,850,0,,0.98,1722
545851,2021-12-01,2257,825,309,,0.96,2005
545851,2020-12-01,2257,819,248,,0.95,1947
545851,2024-12-01,2257,850,0,,0.97,1736
545851,2018-12-01,2257,769,210,,0.87,591
545851,2016-12-01,2257,183,201,9320,0.97,255
545851,2017-12-01,2257,750,206,,0.93,501
545851,2022-12-01,2257,844,313,,0.96,1282
507661,2017-12-01,4327,,,,,
507661,2015-12-01,4327,,,,,
507661,2016-12-01,4327,,,,,
507661,2018-12-01,4327,,,,,
333171,2019-12-01,6098,,,,,
333171,2018-12-01,6098,80,,,0.45,1
593280,2015-01-01,6727,,,,,
540451,2024-03-01,7368,90,,,0.61,4
540451,2023-03-01,7368,80,,,0.66,3
540451,2025-03-01,7368,100,,,0.37,4
540451,2022-03-01,7368,57,,,0.67,1
895019,2020-12-01,8311,,,,,
895019,2021-12-01,8311,,,,,
895019,2023-12-01,8311,,,,,
895019,2022-12-01,8311,,,,,
180412,2016-01-01,8542,,,,,
180412,2017-01-01,8542,,,,,
1269387,2017-01-01,8542,,,,,
1269387,2017-12-01,8542,,,,,
1269387,2018-12-01,8542,,,,,
1269387,2020-04-01,8542,,,,,
513708,2015-12-01,11340,,,,,
513708,2019-12-01,11340,,,,,
513708,2016-12-01,11340,,,,,
513708,2020-12-01,11340,,,,,
513708,2022-12-01,11340,,,,,
513708,2024-12-01,11340,,,,,
513708,2018-12-01,11340,,,,,
513708,2017-12-01,11340,,,,,
513708,2023-12-01,11340,,,,,
513708,2021-12-01,11340,,,,,
205003,2023-12-01,11590,,,,,
205003,2025-07-01,11590,,,,,
205003,2022-12-01,11590,,,,,
205003,2021-12-01,11590,,,,,
544257,2017-12-01,11590,,,,,
544257,2025-07-01,11590,,,,,
544257,2025-07-01,11590,,,,,
544257,2019-12-01,11590,,,,,
544257,2021-12-01,11590,,,,,
544257,2022-12-01,11590,,,,,
544257,2023-12-01,11590,,,,,
544257,2018-12-01,11590,,,,,
544257,2023-12-01,11590,,,,,
544257,2020-12-01,11590,,,,,
320726,2017-12-01,17053,,,,,
320726,2018-12-01,17053,,,,,
320726,2015-12-01,17053,,,,,
320726,2019-12-01,17053,,,,,
320726,2016-12-01,17053,,,,,
320726,2020-12-01,17053,,,,,
320726,2021-12-01,17053,,,,,
52347,2016-06-01,17984,143,,,0.55,9
52347,2020-06-01,17984,143,,,0.61,22
52347,2015-06-01,17984,91,,,0.64,5
52347,2017-06-01,17984,143,,,0.58,6
52347,2024-06-01,17984,185,,,0.73,25
52347,2021-06-01,17984,143,,,0.67,3
52347,2022-06-01,17984,143,,,0.56,5
52347,2025-06-01,17984,188,,,0.67,31
52347,2023-06-01,17984,164,,,0.73,12
52347,2019-06-01,17984,143,,,0.63,12
52347,2018-06-01,17984,143,,,0.58,9
339239,2020-06-01,17984,103,,,0.69,5
339239,2019-06-01,17984,51,,,0.77,2
339239,2023-06-01,17984,103,,,0.77,3
339239,2022-06-01,17984,103,,,0.63,13
339239,2024-06-01,17984,113,,,0.78,10
339239,2025-06-01,17984,113,,,0.74,14
339239,2021-06-01,17984,103,,,0.74,11
61667,2024-03-01,20566,681,21,,0.95,397
61667,2021-03-01,20566,421,13,,0.92,44
61667,2023-03-01,20566,643,76,,0.96,343
61667,2025-03-01,20566,,,,,
61667,2018-03-01,20566,413,29,,0.88,182
61667,2020-03-01,20566,470,,,0.8,111
61667,2023-03-01,20566,643,76,,0.96,343
61667,2024-03-01,20566,681,21,,0.95,397
61667,2015-03-01,20566,302,13,,0.86,76
61667,2016-03-01,20566,327,13,,0.93,100
61667,2022-03-01,20566,566,46,,0.96,236
61667,2021-03-01,20566,421,13,,0.92,44
61667,2025-03-01,20566,,,,,
61667,2022-03-01,20566,566,46,,0.96,236
61667,2017-03-01,20566,356,28,,0.92,165
339239,2025-03-01,20566,14,,,0.88,0
444827,2018-02-01,22406,85,,,0.62,
444827,2023-01-01,22406,,,,,
444827,2020-02-01,22406,85,,,0.8,11
444827,2015-01-01,22406,85,,,0.62,
444827,2022-01-01,22406,85,,,0.72,
444827,2016-01-01,22406,100,,,0.48,
444827,2021-01-01,22406,43,,,0.95,
444827,2019-02-01,22406,105,,,0.7,8
444827,2017-01-01,22406,85,,,0.66,4
324013,2015-06-01,23799,,,,,
324013,2016-06-01,23799,,,,,
324013,2017-09-01,23799,,,,,
64712,2024-12-01,23991,,,,,
64712,2023-12-01,23991,,,,,
200556,2019-09-01,24637,,,,,
200556,2016-10-01,24637,,,,,
200556,2021-10-01,24637,,,,,
200556,2017-09-01,24637,,,,,
200556,2024-09-01,24637,,,,,
200556,2025-09-01,24637,,,,,
200556,2022-10-01,24637,,,,,
200556,2017-09-01,24637,,,,,
200556,2020-10-01,24637,,,,,
200556,2015-10-01,24637,,,,,
200556,2018-09-01,24637,,,,,
200556,2023-09-01,24637,,,,,
833256,2015-12-01,24733,,,,,
833256,2016-09-01,24733,,,,,
640531,2019-09-01,25529,1199,,,0.93,1029
640531,2018-09-01,25529,1391,,14701,0.95,941
640531,2017-09-01,25529,1156,,,0.81,279
640531,2018-09-01,25529,1391,,14701,0.95,941
640531,2020-09-01,25529,1529,,,0.9,1781
640531,2015-09-01,25529,1142,,,0.94,659
640531,2019-09-01,25529,1199,,,0.93,1029
640531,2021-09-01,25529,,,,,
640531,2020-09-01,25529,1529,,,0.9,1781
640531,2016-09-01,25529,1139,,,0.79,716
640531,2015-09-01,25529,1142,,,0.94,659
640531,2017-09-01,25529,1156,,,0.81,279
640531,2021-09-01,25529,,,,,
640531,2016-09-01,25529,1139,,,0.79,716
1284093,2025-09-01,25529,1350,,,0.96,798
1284093,2024-09-01,25529,1350,,,0.97,767
1284093,2024-09-01,25529,1350,,,0.97,767
1284093,2019-09-01,25529,1112,,,0.88,441
1284093,2020-09-01,25529,1000,,,0.9,877
1284093,2023-09-01,25529,1346,,,0.92,386
1284093,2021-09-01,25529,1033,,,0.92,812
1284093,2022-09-01,25529,1150,,,0.72,785
1284093,2023-09-01,25529,1346,,,0.92,386
1284093,2015-09-01,25529,523,,,0.94,218
1284093,2018-09-01,25529,917,,,0.93,455
1284093,2021-09-01,25529,1033,,,0.92,812
1284093,2022-09-01,25529,1150,,,0.72,785
1284093,2025-09-01,25529,1350,,,0.96,798
181113,2015-01-01,26182,,,,,
205405,2016-01-01,26992,1081,,9001,0.93,453
205405,2016-05-01,26992,,,,,
205405,2016-01-01,26992,1081,,9001,0.93,453
1123639,2016-01-01,26992,430,,1298,0.83,67
275794,2018-09-01,27190,,,,,
275794,2015-09-01,27190,,,,,
275794,2017-09-01,27190,,,,,
275794,2016-09-01,27190,,,,,
745229,2019-09-01,27190,,,,,
745229,2020-09-01,27190,,,,,
745229,2018-09-01,27190,,,,,
745229,2021-09-01,27190,,,,,
745229,2022-03-01,27190,,,,,
1068227,2017-03-01,29774,667,,,0.53,2519
1068227,2019-03-01,29774,1000,,,,1221
1068227,2018-03-01,29774,1000,,,0.94,2295
1068227,2017-03-01,29774,667,,,0.53,2519
1068227,2019-03-01,29774,1000,,,,1221
1068227,2018-03-01,29774,1000,,,0.94,2295
1068227,2020-04-01,29774,,,,,
1068227,2020-04-01,29774,,,,,
1096288,2021-04-01,29774,754,1300,,0.84,233
1096288,2020-04-01,29774,569,,,0.94,234
1096288,2024-03-01,29774,950,,,0.95,702
1096288,2025-03-01,29774,950,,,0.96,924
1096288,2020-04-01,29774,569,,,0.94,234
1096288,2024-03-01,29774,950,,,0.95,702
1096288,2023-03-01,29774,940,,,0.94,432
1096288,2025-03-01,29774,950,,,0.96,924
1096288,2021-04-01,29774,754,1300,,0.84,233
1096288,2022-04-01,29774,886,,,0.96,554
1096288,2022-04-01,29774,886,,,0.96,554
1096288,2023-03-01,29774,940,,,0.94,432
271741,2023-12-01,30004,42,,,0.85,5
271741,2024-12-01,30004,75,,,0.84,17
33503,2020-10-01,33048,93,,,0.76,9
33503,2019-09-01,33048,0,,,1,6
33503,2024-09-01,33048,,,,,
33503,2023-09-01,33048,139,,,0.48,14
33503,2022-10-01,33048,0,,,1,12
33503,2018-09-01,33048,0,,,1,4
33503,2021-10-01,33048,0,,,1,16
141731,2018-09-01,33048,145,,,0.58,73
141731,2017-09-01,33048,119,,,0.61,60
141731,2015-10-01,33048,58,,,0.8,51
141731,2016-10-01,33048,115,,,0.66,49
141731,2019-09-01,33048,,,,,
33569,2017-01-01,69444,1150,,10036,0.93,1385
33569,2020-01-01,69444,1435,,11674,0.95,2239
33569,2016-01-01,69444,1077,41,12275,0.92,1369
33569,2015-01-01,69444,1000,,15348,0.94,920
33569,2018-01-01,69444,1150,,,0.5,1508
33569,2019-01-01,69444,1343,298,21318,0.96,1614
33569,2021-01-01,69444,,,,,
33569,2016-01-01,69444,1077,41,12275,0.92,1369
33569,2021-01-01,69444,,,,,
33569,2019-01-01,69444,1343,298,21318,0.96,1614
33569,2015-01-01,69444,1000,,15348,0.94,920
33569,2017-01-01,69444,1150,,10036,0.93,1385
33569,2020-01-01,69444,1435,,11674,0.95,2239
33569,2018-01-01,69444,1150,,,0.5,1508
271741,2015-01-01,69444,650,25,,0.49,339
375926,2016-01-01,69444,1550,,12039,0.95,29311
375926,2022-01-01,69444,1550,,19015,0.96,71024
375926,2019-01-01,69444,1550,,29517,0.98,55427
375926,2015-01-01,69444,1440,,61039,0.98,25861
375926,2020-01-01,69444,1550,,15567,0.95,64193
375926,2021-01-01,69444,1550,,26910,0.97,73648
375926,2023-01-01,69444,1550,4,17324,0.95,48683
375926,2024-01-01,69444,1550,3,26865,0.98,40903
375926,2025-01-01,69444,1550,3,28249,0.98,46370
375926,2018-01-01,69444,1550,,,0.67,43442
375926,2020-01-01,69444,1550,,15567,0.95,64193
375926,2021-01-01,69444,1550,,26910,0.97,73648
375926,2024-01-01,69444,1550,3,26865,0.98,40903
375926,2016-01-01,69444,1550,,12039,0.95,29311
45781,2015-12-01,81913,,,,,
45781,2019-12-01,81913,,,,,
45781,2021-12-01,81913,,,,,
45781,2018-12-01,81913,,,,,
45781,2017-12-01,81913,,,,,
45781,2024-12-01,81913,,,,,
45781,2022-12-01,81913,,,,,
45781,2023-12-01,81913,,,,,
45781,2016-12-01,81913,,,,,
45781,2020-12-01,81913,,,,,
507530,2015-12-01,89511,,,,,
507530,2017-12-01,89511,,,,,
507530,2018-12-01,89511,,,,,
507530,2016-12-01,89511,,,,,
206108,2024-12-01,550958,,,,,
8391,2016-12-01,10024,529,,,0.97,309
8391,2015-12-01,10024,487,,,0.81,53
47456,2018-12-01,13273,342,,347,0.78,33
47456,2015-12-01,13273,1727,,9286,0.89,9842
47456,2015-12-01,13273,1727,,9286,0.89,9842
47456,2017-12-01,13273,1253,,4472,0.88,4744
47456,2016-12-01,13273,1737,,3785,0.82,5385
47456,2017-12-01,13273,1253,,4472,0.88,4744
47456,2018-12-01,13273,,,,,
47456,2019-12-01,13273,,,,,
47456,2016-12-01,13273,1737,,3785,0.82,5385
48201,2016-12-01,13273,1465,,6940,0.9,2339
48201,2018-12-01,13273,,,,,
48201,2017-12-01,13273,1539,,11523,0.92,2306
48201,2015-12-01,13273,1186,,3844,0.83,1338
48201,2016-12-01,13273,1465,,6940,0.9,2339
48201,2018-12-01,13273,,,,,
48201,2017-12-01,13273,1539,,11523,0.92,2306
1015485,2022-12-01,13273,1691,,22739,0.96,1560
1015485,2019-12-01,13273,1268,5675,7175,0.66,291
1015485,2020-12-01,13273,1703,,5819,0.92,440
1015485,2019-12-01,13273,1268,5675,7175,0.66,291
1015485,2023-12-01,13273,1741,,8751,0.93,1968
1015485,2024-12-01,13273,1771,,14748,0.94,2465
1015485,2021-12-01,13273,1650,,11761,0.95,912
1015485,2020-12-01,13273,1703,,5819,0.92,440
1015485,2023-12-01,13273,1741,,8751,0.93,1968
1015485,2024-12-01,13273,1771,,14748,0.94,2465
1015485,2022-12-01,13273,1691,,22739,0.96,1560
1015485,2021-12-01,13273,1650,,11761,0.95,912
376561,2023-12-01,16049,1085,,705,0.69,36
376561,2021-12-01,16049,1053,,2156,0.91,409
376561,2024-12-01,16049,1085,,859,0.61,65
376561,2020-12-01,16049,1053,,1801,0.89,520
376561,2022-12-01,16049,1085,,989,0.83,93
376561,2015-12-01,16049,0,,,,
376561,2017-12-01,16049,941,,6048,0.96,1858
376561,2016-12-01,16049,920,,1016,0.84,343
376561,2018-12-01,16049,969,,3058,0.93,947
376561,2021-12-01,16049,1053,,2156,0.91,409
376561,2022-12-01,16049,1085,,989,0.83,93
376561,2020-12-01,16049,1053,,1801,0.89,520
376561,2016-12-01,16049,920,,1016,0.84,343
376561,2017-12-01,16049,941,,6048,0.96,1858
376561,2019-12-01,16049,1017,,3266,0.88,601
376561,2023-12-01,16049,1085,,705,0.69,36
376561,2024-12-01,16049,1085,,859,0.61,65
376561,2018-12-01,16049,969,,3058,0.93,947
376561,2019-12-01,16049,1017,,3266,0.88,601
1084894,2015-09-01,16112,,,,,
2025770,2024-12-01,18515,,,,,
2025770,2023-12-01,18515,,,,,
45781,2015-06-01,18926,579,,,0.86,211
45781,2017-03-01,18926,,,,,
45781,2016-07-01,18926,601,,,0.76,201
45781,2015-06-01,18926,579,,,0.86,211
45781,2016-07-01,18926,601,,,0.76,201
84112,2016-12-01,20121,,,,,
84112,2015-12-01,20121,,,,,
84112,2017-12-01,20121,,,,,
84112,2018-12-01,20121,,,,,
92037,2015-12-01,21606,,,,,
92037,2018-12-01,21606,,,,,
92037,2017-12-01,21606,,,,,
92037,2016-12-01,21606,,,,,
92037,2017-12-01,21606,,,,,
205003,2019-12-01,21606,,,,,
205003,2023-10-01,21606,,,,,
205003,2018-12-01,21606,,,,,
205003,2022-12-01,21606,,,,,
205003,2020-12-01,21606,,,,,
205003,2020-12-01,21606,,,,,
205003,2017-12-01,21606,,,,,
205003,2021-12-01,21606,,,,,
205183,2020-12-01,21606,,,,,
205183,2021-12-01,21606,,,,,
205183,2022-12-01,21606,,,,,
205183,2023-10-01,21606,,,,,
327486,2023-10-01,21606,,,,,
327486,2020-12-01,21606,,,,,
327486,2022-12-01,21606,,,,,
327486,2021-12-01,21606,,,,,
327486,2019-12-01,21606,,,,,
889340,2021-12-01,21606,,,,,
889340,2020-12-01,21606,,,,,
889340,2023-10-01,21606,,,,,
889340,2022-12-01,21606,,,,,
82157,2017-12-01,21710,,,,,
82157,2018-12-01,21710,,,,,
82157,2016-12-01,21710,,,,,
82157,2020-12-01,21710,,,,,
82157,2015-12-01,21710,,,,,
82157,2019-12-01,21710,,,,,
201483,2015-12-01,21710,,,,,
201483,2016-12-01,21710,,,,,
201483,2017-12-01,21710,,,,,
201483,2018-12-01,21710,,,,,
275263,2023-12-01,21710,,,,,
275263,2024-12-01,21710,,,,,
275263,2024-12-01,21710,,,,,
536199,2020-12-01,21710,,,,,
536199,2018-12-01,21710,,,,,
536199,2019-12-01,21710,,,,,
536199,2022-12-01,21710,,,,,
536199,2023-12-01,21710,,,,,
536199,2021-12-01,21710,,,,,
2295328,2023-12-01,21710,,,,,
2295328,2024-12-01,21710,,,,,
104962,2017-12-01,21929,,,,,
104962,2018-12-01,21929,,,,,
104962,2020-12-01,21929,,,,,
104962,2016-12-01,21929,,,,,
104962,2022-12-01,21929,,,,,
104962,2024-12-01,21929,,,,,
104962,2015-12-01,21929,,,,,
104962,2019-12-01,21929,,,,,
104962,2021-12-01,21929,,,,,
104962,2023-12-01,21929,,,,,
206587,2017-12-01,21929,,,,,
206587,2021-12-01,21929,,,,,
206587,2019-12-01,21929,,,,,
206587,2024-12-01,21929,,,,,
206587,2016-12-01,21929,,,,,
206587,2023-12-01,21929,,,,,
206587,2015-12-01,21929,,,,,
206587,2022-12-01,21929,,,,,
206587,2018-12-01,21929,,,,,
206587,2020-12-01,21929,,,,,
206587,2024-12-01,21929,,,,,
1313292,2024-12-01,21929,,,,,
33316,2015-05-01,22209,85,,,0.7,12
33316,2016-05-01,22209,92,,,0.45,14
33316,2020-05-01,22209,,,,,
33316,2019-05-01,22209,120,,,0.57,50
33316,2017-05-01,22209,105,,,0.6,17
33316,2018-05-01,22209,105,,,0.68,25
48076,2025-05-01,22209,130,,,0.53,21
48076,2024-05-01,22209,105,,,0.64,22
48076,2023-05-01,22209,73,,,0.73,5
103257,2020-05-01,22209,,,,,
103257,2024-05-01,22209,1558,,8491,0.91,1625
103257,2021-05-01,22209,1500,13600,20667,0.67,1926
103257,2025-05-01,22209,,,,,
103257,2015-05-01,22209,81,,,0.84,4
103257,2017-05-01,22209,95,,,0.62,9
103257,2019-05-01,22209,105,,,0.6,16
103257,2023-05-01,22209,1500,,11233,0.96,1881
103257,2023-05-01,22209,1500,,11233,0.96,1881
103257,2024-05-01,22209,1558,,8491,0.91,1625
103257,2021-05-01,22209,1500,13600,20667,0.67,1926
103257,2022-05-01,22209,1500,,9232,0.93,1766
103257,2022-05-01,22209,1500,,9232,0.93,1766
103257,2016-05-01,22209,89,,,0.46,8
103257,2020-05-01,22209,548,,16713,0.99,433
103257,2018-05-01,22209,95,,,0.7,14
103257,2020-05-01,22209,548,,16713,0.99,433
103257,2025-05-01,22209,,,,,
1134582,2024-12-01,23423,,,,,
1134582,2023-12-01,23423,,,,,
34345,2016-06-01,25150,110,,,0.65,2
34345,2019-06-01,25150,110,,,0.68,2
34345,2018-06-01,25150,110,,,0.58,
34345,2020-06-01,25150,118,,,0.63,2
34345,2021-06-01,25150,120,,,0.63,35
34345,2017-06-01,25150,110,,,0.61,2
34345,2015-06-01,25150,110,,,0.61,0
34345,2022-06-01,25150,135,,,0.6,2
34345,2023-06-01,25150,,,,,
1047323,2024-12-01,25598,,,,,
499383,2021-10-01,29093,0,,,1,5
499383,2024-09-01,29093,,,,,
499383,2017-10-01,29093,0,,,1,1
499383,2022-10-01,29093,0,,,1,7
499383,2023-10-01,29093,0,,,1,8
499383,2018-09-01,29093,0,,194,1,1
499383,2019-09-01,29093,0,,,1,
499383,2020-09-01,29093,0,,,1,2
549027,2024-02-01,29160,,,,,
549027,2025-12-01,29160,,,,,
549027,2022-02-01,29160,,,,,
549027,2023-02-01,29160,,,,,
549027,2021-02-01,29160,,,,,
549027,2025-02-01,29160,,,,,
549027,2019-02-01,29160,,,,,
549027,2018-02-01,29160,,,,,
549027,2020-02-01,29160,,,,,
1134582,2021-06-01,30123,1116,,15679,0.98,5843
1134582,2023-06-01,30123,1184,,,0.98,4122
1134582,2024-06-01,30123,,,,,
1134582,2020-06-01,30123,0,,,,
