directorid,directorname,companyname,qualification,fulltextdescription,primarykeyid,companyid,awarddate,awarddateflag
345845,Professor Barry Greene,University of Pittsburgh,BS,,343967,62593,1985-12-31,25
346104,Doctor Steve Hoffman,Northwestern University,PhD,,344010,61494,1981-12-28,25
346104,Doctor Steve Hoffman,University of Colorado School of Medicine Denver,MD,,344011,752347,1986-12-28,25
346184,Paul Sekhri,University of Maryland College Park,BS,,344080,62449,1981-12-31,25
346184,Paul Sekhri,School of Medicine University of Maryland,MSc,,344081,464173,1985-12-28,25
346206,Doctor Dinesh Patel,Sardar Patel University,BSc,,2452687,573127,9999-12-31,80
346206,Doctor Dinesh Patel,State University of New Jersey Rutgers (Rutgers University),PhD,,344104,100431,1984-12-31,25
346382,Doctor Lon Bell,California Institute of Technology (CALTECH),PhD,,344548,60243,1968-12-31,25
346382,Doctor Lon Bell,California Institute of Technology (CALTECH),BS,,524080,60243,1962-12-31,25
346382,Doctor Lon Bell,California Institute of Technology (CALTECH),MS,Rocket Propulsion,344546,60243,1963-12-31,25
346601,Tim Mayleben,Kellogg School of Management Northwestern University,MBA (Distinction),,344641,77878,1997-12-28,25
346601,Tim Mayleben,Stephen M Ross School of Business University of Michigan (University of Michigan Business School prior to 09/2004),BBA,,344642,747221,1981-12-31,25
346702,Doctor Charles Sherwood,University of Massachusetts,PhD,,344769,63512,1977-12-28,25
346702,Doctor Charles Sherwood,University of Massachusetts,MS,,344768,63512,9999-12-31,80
346702,Doctor Charles Sherwood,Claremont Graduate University,Certificate,,345696,78767,9999-12-31,80
346702,Doctor Charles Sherwood,Cornell University  New York,BS,,344767,60457,1970-12-28,25
347126,Doctor David Mazzo,Villanova University,BA (Hons),,345343,62858,1979-12-28,25
347126,Doctor David Mazzo,Villanova University,BS (Hons),,345344,62858,1979-12-31,25
347126,Doctor David Mazzo,University of Massachusetts Amherst (UMA),MS,,345346,62456,1981-12-31,25
347126,Doctor David Mazzo,University of Massachusetts Amherst (UMA),PhD,,345347,62456,1983-12-28,25
348528,Tom LaVoy,American Institute of Certified Public Accountants (AICPA),Certified Public Accountant,,348337,54373,9999-12-31,80
348528,Tom LaVoy,St Cloud University,BS,,348336,646276,1981-12-31,25
349078,Myron Holubiak,Dartmouth College,Advanced Executive Program,,2007768,60488,9999-12-31,80
349078,Myron Holubiak,Harvard Business School Harvard University,Advanced Executive Program,,2007769,63013,9999-12-31,80
349078,Myron Holubiak,University of Pittsburgh,BS,,348767,62593,1970-12-28,25
349078,Myron Holubiak,University College London (UCL),Advanced Executive Program,,2007770,62247,9999-12-31,80
349078,Myron Holubiak,Centre for Health Economics University of York,Advanced Executive Program,,2007771,1648778,9999-12-31,80
349163,Doctor Derek Chalmers,University of Glasgow,PhD,,348251,60760,1989-12-28,25
349163,Doctor Derek Chalmers,University of Glasgow,DSc,,2008605,60760,9999-12-31,80
349198,Robert Hoffman,St Bonaventure University,BBA,,348288,79974,1988-12-28,25
349198,Robert Hoffman,California Board of Accountancy,CPA,,348289,2350878,9999-12-31,80
349334,Geert Kersten,American University Washington,JD,,348514,60049,9999-12-31,80
349334,Geert Kersten,Millfield School,Graduated,,4165872,65168,9999-12-31,80
349334,Geert Kersten,George Washington University (GW) (The),BS,,348495,60749,1981-12-31,25
349334,Geert Kersten,George Washington University School of Business and Public Management (SBPM),MBA,,348513,79050,1982-12-31,25
349522,Jay Bloom,Cornell University  New York,BS (summa Cum Laude),,349124,60457,1977-12-28,25
349522,Jay Bloom,Columbia Law School Columbia University,JD,,349129,64891,1981-12-28,25
349522,Jay Bloom,Columbia Business School Columbia University,MBA,,349125,63118,1978-12-28,25
349557,Rick Rodgers,American Institute of Certified Public Accountants (AICPA),Certified Public Accountant,,348804,54373,1992-12-31,25
349557,Rick Rodgers,St Cloud State University,BS,,348803,61908,1990-12-31,25
349557,Rick Rodgers,Carlson School of Management University of Minnesota,MBA,,348805,76622,2002-12-31,25
370302,Steven Abramson,Bucknell University,BA,,350105,60229,1973-12-31,25
370302,Steven Abramson,Beasley School of Law. Temple University,JD (Cum Laude),,350103,1238000,1979-12-31,25
370302,Steven Abramson,Ohio State University (OSU),MA,,350104,61523,1975-12-31,25
370574,Doctor Steve Hill,University College University of Oxford,MD,,2076143,63222,9999-12-31,80
370574,Doctor Steve Hill,St Catherine's College University of Oxford,BM,,350143,65390,1982-12-28,25
370574,Doctor Steve Hill,St Catherine's College University of Oxford,BCh (Bachelor of Surgery),,506426,65390,9999-12-31,80
370574,Doctor Steve Hill,St Catherine's College University of Oxford,MA,,432484,65390,9999-12-31,80
373339,Doctor Jim Tananbaum,Yale University,BS,,1539036,62981,9999-12-31,80
373339,Doctor Jim Tananbaum,Harvard Business School Harvard University,MBA,,353957,63013,1991-12-28,25
373339,Doctor Jim Tananbaum,Massachusetts Institute of Technology (MIT),MS,,2429467,40436,1989-12-28,25
373339,Doctor Jim Tananbaum,Yale University,BSEE,,353954,62981,1985-12-31,25
373339,Doctor Jim Tananbaum,Harvard Medical School Harvard University,MD,,353956,63348,1989-12-28,25
374048,Michael Toporek III,University of Chicago Booth School of Business (University of Chicago Graduate School of Business prior to 2008),MBA,,354998,1342262,1987-12-28,25
374048,Michael Toporek III,University of Chicago,BA,,354997,42092,1986-12-31,25
374288,Ronnie Andrews Jr,Wofford College,BS,,355222,82535,1981-12-31,25
375906,Brett Moyer,Beloit College,BA,,357458,81080,1980-12-28,25
375906,Brett Moyer,Thunderbird School of Global Management,MBA,,357472,923424,1986-12-28,25
376149,Michael Klein,Wharton School (The) University of Pennsylvania,BS,,430548,64966,1985-12-31,25
376561,Howard Robin,Fairleigh Dickinson University,BS,,430243,60671,1974-12-31,25
376680,Doctor Joe Patti,University of Alabama at Birmingham (UAB),PhD,,430445,79203,1992-12-28,25
376680,Doctor Joe Patti,University of Pittsburgh,BS,,430442,62593,1986-12-31,25
376680,Doctor Joe Patti,University of Miami School of Medicine (UMSM),MS,,430444,463766,1989-12-28,25
376958,Doctor Nassim Usman,McGill University (Canada),PhD,,430847,61248,1987-12-31,25
376958,Doctor Nassim Usman,Massachusetts Institute of Technology (MIT),Postdoctoral Fellow,,4307772,40436,9999-12-31,80
376958,Doctor Nassim Usman,National Institutes of Health (NIH),Fellow,Fogarty,695732,119377,9999-12-31,80
376958,Doctor Nassim Usman,McGill University (Canada),BS (Hons),,430846,61248,1982-12-31,25
441136,Doctor Jean-Pierre Sommadossi,University of Marseilles,PhD,,434283,587317,9999-12-31,80
441136,Doctor Jean-Pierre Sommadossi,University of Marseilles,PharmD,,434284,587317,9999-12-31,80
441340,Doctor Walter Herlihy,Cornell University  New York,AB,,434269,60457,1973-12-31,25
441340,Doctor Walter Herlihy,Massachusetts Institute of Technology (MIT),PhD,,434270,40436,1979-12-28,25
441664,Joe Harary,Columbia College Columbia University,AB (Summa Cum Laude),,434661,60432,1983-12-31,25
441664,Joe Harary,Columbia Law School Columbia University,JD,,434662,64891,1986-12-31,25
442361,Michael Lipscomb,Furman University,MBA,,436450,78414,9999-12-31,80
442361,Michael Lipscomb,Clemson University,BS,,436448,78370,1967-12-31,25
443026,Mike Edenfield,Georgia Institute of Technology (GIT) (Georgia Tech),BS,,437308,60751,1978-12-31,25
443030,H Dow,University of Maine,BS,,436943,62432,1985-12-31,25
444369,Randal Kirk,Radford University,BA,,438463,641765,1976-12-28,25
444369,Randal Kirk,University of Virginia,JD,,438464,62777,1980-12-28,25
444827,Brad Smith,United States Military Academy (USMA) West Point,Attended,,540899,62117,9999-12-31,80
444827,Brad Smith,Marshall University (MU),BBA,,439085,251472,1985-12-31,25
444827,Brad Smith,Aquinas College,MBA,,439086,83137,1991-12-28,25
444933,Doctor Jeremy Levin,Oxford University,MA,,1388322,61561,1976-12-28,25
444933,Doctor Jeremy Levin,University of Cambridge,Bachelor's Degree,,439246,60268,9999-12-31,80
444933,Doctor Jeremy Levin,University of Cambridge,MB (Bachelor of Medicine),,439247,60268,1981-12-28,25
444933,Doctor Jeremy Levin,Oxford University,BA (Hons),,723180,61561,1974-12-28,25
444933,Doctor Jeremy Levin,Oxford University,DPhil,,439248,61561,1978-12-28,25
444933,Doctor Jeremy Levin,Oxford University,Doctorate,,3956264,61561,9999-12-31,80
445838,Doctor Daniel Baker,University of Minnesota,PhD,,440247,62475,1989-12-28,25
445838,Doctor Daniel Baker,Case Western Reserve University (CWRU),BS,,440243,60290,1977-12-28,25
445838,Doctor Daniel Baker,University of Minnesota,MS,,440246,62475,9999-12-31,80
445838,Doctor Daniel Baker,University of Minnesota,MBA,,440245,62475,1986-12-28,25
447297,Jim Dennedy,Ohio State University (OSU),MBA,,442216,61523,1992-06-28,15
447297,Jim Dennedy,University of Colorado Boulder,MA,,442215,62260,1995-05-28,15
447297,Jim Dennedy,United States Air Force Academy (USAFA),BS,,442214,62113,1988-06-28,15
447640,Jim Herbert Jr,University of Tennessee,Graduated,,1843019,64218,1963-12-28,25
447692,Krish Krishnan,Wharton School (The) University of Pennsylvania,MBA,,442745,64966,1996-12-28,25
447692,Krish Krishnan,Indian Institute of Technology,BS,,442743,64581,1987-12-28,25
447692,Krish Krishnan,University of Toledo (UT),MS,,442744,62751,1989-12-28,25
448016,Mark LeDoux,Thomas Jefferson School of Law,Graduated,,2481408,584170,9999-12-31,80
448016,Mark LeDoux,Stanford University,Attended,,443048,61935,9999-12-31,80
448016,Mark LeDoux,University of Oklahoma (OU),BA (Cum Laude),,443047,62549,1975-12-31,25
448016,Mark LeDoux,Western State University of Law,JD,,443060,834303,1979-12-31,25
450845,Rick Winningham,Texas Christian University (TCU),MBA,,447083,62043,1984-12-28,25
450845,Rick Winningham,Southern Illinois University,BS,,447082,61879,1981-12-31,25
451102,Mike Grey,University of Nottingham,BSc,,526607,625151,1974-12-28,25
451665,Doctor Jackie Fouse,University of Texas at Arlington (The),MA,,584056,62741,1984-12-28,25
451665,Doctor Jackie Fouse,University of Texas at Arlington (The),BA,,584055,62741,1982-12-28,25
451665,Doctor Jackie Fouse,University of Texas at Arlington (The),PhD,,2078217,62741,2012-12-28,25
451665,Doctor Jackie Fouse,Yale School of the Environment,Masters Degree,,3015059,1354550,9999-12-31,80
451767,Ken Globus,George Washington University Law School,JD,,470358,82827,1975-12-28,25
451767,Ken Globus,University at Albany State University of New York (State University of New York at Albany (SUNYA)),BA,,470357,875874,1972-12-31,25
452888,Leone Patterson,Saint Mary's College of California,Executive MBA,,1432650,61758,2008-12-28,25
452888,Leone Patterson,Chapman University,BS,,1606709,121967,9999-12-31,80
452888,Leone Patterson,California Society of Certified Public Accountants (CalCPA),Certified Public Accountant,,1432648,79136,9999-12-31,80
452898,Gregg Alton,University of California Berkeley,BA,,471810,62215,1989-05-28,15
452898,Gregg Alton,Stanford University School of Law,JD,,471811,77691,1993-06-28,15
453077,Doctor Tom Caulfield,St Lawrence University,BS,,472018,78719,1980-12-28,25
453077,Doctor Tom Caulfield,Columbia University,PhD,,472021,60434,1986-12-28,25
453077,Doctor Tom Caulfield,Columbia University,BS,,472016,60434,1982-12-28,25
453077,Doctor Tom Caulfield,Columbia University,Doctorate,,4182163,60434,9999-12-31,80
453077,Doctor Tom Caulfield,Columbia University,MS,,472020,60434,1984-12-28,25
453576,Anna Protopapas,Massachusetts Institute of Technology (MIT),MS,,472774,40436,9999-12-31,80
453576,Anna Protopapas,Princeton University,BS,,472773,61632,1986-12-31,25
453576,Anna Protopapas,Stanford Graduate School of Business,MBA,,472775,67360,9999-12-31,80
453577,Doctor David Schenkein,State University of New York (SUNY),Doctor of Medicine (DM),,473799,61939,1983-12-28,25
453577,Doctor David Schenkein,Wesleyan University,BA,,473798,62908,1978-12-31,25
453579,Mina Sooch,Wayne State University,BS (summa Cum Laude),,472913,80234,1989-12-31,25
453579,Mina Sooch,Harvard Business School Harvard University,MBA,,472911,63013,1993-12-31,25
454218,Doctor Abbie Celniker,University of California San Diego (UCSD),BA,,473802,79941,1980-12-28,25
454218,Doctor Abbie Celniker,University of Arizona (UOA),PhD,,473803,62155,1986-12-28,25
454310,Doctor Michael Kauffman,Amherst College,BA (summa cum laude),,474273,60055,1985-12-31,25
454310,Doctor Michael Kauffman,School of Medicine Johns Hopkins University,MD,,473933,98942,9999-12-31,80
454310,Doctor Michael Kauffman,American Board of Internal Medicine (ABIM),Certified,,481675,36377,1995-12-31,25
454310,Doctor Michael Kauffman,School of Medicine Johns Hopkins University,PhD,,473934,98942,1992-12-31,25
454317,David Luci,Bucknell University,BSBA,,473951,60229,1987-12-31,25
454317,David Luci,American Institute of Certified Public Accountants (AICPA),Certified Public Accountant,,473950,54373,9999-12-31,80
454317,David Luci,Albany Law School Union University,JD (Cum Laude),,473952,661893,1994-12-28,25
455160,Doctor John Mendlein,University of California Los Angeles (UCLA),PhD,,475278,62218,9999-12-31,80
455160,Doctor John Mendlein,University of Miami Florida,BS,,541364,62467,9999-12-31,80
455160,Doctor John Mendlein,University of California Hastings College of Law,JD,,475279,60832,9999-12-31,80
481316,Doctor Amit Kumar,Stanford University,Postgraduate Studies,,1658642,61935,1988-12-28,25
481316,Doctor Amit Kumar,California Institute of Technology (CALTECH),PhD,,482823,60243,1991-12-31,25
481316,Doctor Amit Kumar,Occidental College,AB (Hons),,482822,61516,1986-12-31,25
481362,Rob Berman,Northwestern University Pritzker School of Law,JD,,482848,638744,1989-12-28,25
481362,Rob Berman,Wharton School (The) University of Pennsylvania,BS,,482847,64966,1984-12-31,25
481911,Doctor Kleanthis Xanthopoulos,Stockholms Universitet (Stockholm University),MSc,,483702,61961,1982-12-31,25
481911,Doctor Kleanthis Xanthopoulos,Aristotle University of Thessaloniki,BSc (Hons),,483701,60073,1980-12-31,25
481911,Doctor Kleanthis Xanthopoulos,Stockholms Universitet (Stockholm University),PhD,,483703,61961,1986-12-31,25
482021,Brian Culley,University of California Santa Barbara (UCSB),MA,,483710,62214,1996-12-28,25
482021,Brian Culley,Samuel Curtis Johnson Graduate School of Management Cornell University,MBA,,483714,78597,2002-12-28,25
482021,Brian Culley,Boston College (BC),BS,,1203398,60193,1992-12-28,25
483189,Ken Galbraith,Institute of Chartered Accountants of British Columbia,Fellow Chartered Accountant,,2714386,531294,2013-12-28,25
483189,Ken Galbraith,University of British Columbia (UBC),BCom (Hons),,2291206,62203,1985-12-28,25
484603,Dave Hess,Rensselaer Polytechnic Institute (RPI),Masters Degree,,572176,61687,9999-12-31,80
484603,Dave Hess,Rensselaer Polytechnic Institute (RPI),Bachelor's Degree,,572175,61687,9999-12-31,80
484603,Dave Hess,Hamilton College,Bachelor's Degree,,572177,60814,9999-12-31,80
484603,Dave Hess,Massachusetts Institute of Technology (MIT) Sloan School of Management,MBA,,653993,63283,1990-12-28,25
485621,Ian Read,Imperial College London (The Imperial College of Science Technology and Medicine),BSc,,491072,63104,1974-12-31,25
485621,Ian Read,Institute of Chartered Accountants in England and Wales (ICAEW),Chartered Accountant,,491074,36362,1978-12-31,25
485800,Rob Davis,Northwestern University Pritzker School of Law,JD,,491485,638744,1998-12-28,25
485800,Rob Davis,Miami University Ohio,Bachelor's Degree,,491488,61276,1990-12-31,25
485800,Rob Davis,Kellogg School of Management Northwestern University,MBA,,491487,77878,1993-12-28,25
485838,Doctor Cheryl Blanchard,University of Texas at Austin (UT Austin),PhD,,491603,62742,1993-12-28,25
485838,Doctor Cheryl Blanchard,Alfred University,BS,,491601,60030,1986-12-31,25
485838,Doctor Cheryl Blanchard,University of Texas at Austin (UT Austin),MS,,491602,62742,1989-12-28,25
486395,Doctor Pat Gelsinger,Stanford University,MS,,492817,61935,1985-12-31,25
486395,Doctor Pat Gelsinger,Lincoln Technical Institute,AA,,492815,383102,1979-12-31,25
486395,Doctor Pat Gelsinger,Santa Clara University (SCU),BS (magna Cum Laude),,492816,61782,1983-12-31,25
486930,Phil Brace,California State University Sacramento,MS,,493963,745378,1996-12-28,25
486930,Phil Brace,University of Waterloo (UWaterloo),Bachelor of Applied Science,,493965,62786,1993-12-28,25
486930,Phil Brace,Stanford University,Attended,,4207399,61935,9999-12-31,80
487828,Ken Ferry,Boston College,BS,,495678,60193,1974-12-31,25
